0,1,2,3,4,5,6,7,8,9,10,11
-0.49857257992439863,-0.28076198623311033,-0.29317902381659167,-0.48424938573298903,-0.34160749913735766,-1.2684561135289538,-0.16526131993797497,0.06617254644660804,0.5344670015762454,1.337888583712143,-0.4904270230814401,-1.1701777062525216
-0.5168609760899754,-0.28076198623311033,-0.29317902381659167,-0.48424938573298903,-0.345288998677318,-1.2810995249355794,-0.17297737087093543,0.03975074760194557,0.5344670015762454,1.3149877618470063,-0.49472159664003373,-1.1820306878749263
-0.5260051728011359,-0.28076198623311033,-0.29317902381659167,-0.46710175028295275,-0.3526519988616894,-1.2901955040556086,-0.17297737087093543,0.01397338414859407,0.5344670015762454,1.3149877618470063,-0.4990161573149222,-1.1938836702085096
-0.546122406662989,-0.28076198623311033,-0.27456805921361854,-0.49282320462716267,-0.36480094855845413,-1.318734139371866,-0.17297737087093543,-0.03049256892008338,0.5344670015762454,1.2920869399818695,-0.4990161573149222,-1.1583247239189385
-0.5644108028285676,-0.28076198623311033,-0.29317902381659167,-0.49282320462716267,-0.3714276483930533,-1.3457946778167664,-0.17297737087093543,-0.04338125161340899,0.5344670015762454,1.2691861181167325,-0.4990161573149222,-1.1227657776293674
-0.5808703585546084,-0.28076198623311033,-0.29317902381659167,-0.49282320462716267,-0.378790648577424,-1.3609167437092662,-0.1929819466228872,-0.07689182429609565,0.5344670015762454,1.2462852962515958,-0.4990161573149222,-1.0872068313397962
-0.5808703585546084,-0.28076198623311033,-0.2652625769121309,-0.49282320462716267,-0.39434498532104095,-1.3629633390624378,-0.1929819466228872,-0.10266918774944578,0.5344670015762454,1.223384474386459,-0.4990161573149222,-1.0516478850502253
-0.5808703585546084,-0.28076198623311033,-0.2652625769121309,-0.49282320462716267,-0.3968299977590156,-1.366260631348481,-0.1929819466228872,-0.10975796352076968,0.5344670015762454,1.2004836525213223,-0.4990161573149222,-1.0160889387606542
-0.5808703585546084,-0.28076198623311033,-0.2838735415151062,-0.49282320462716267,-0.40787449748334736,-1.3710928704905023,-0.1929819466228872,-0.11845782390377224,0.5344670015762454,1.1775828306561857,-0.4990161573149222,-0.9805299924710831
-0.5808703585546084,-0.28501001404117954,-0.2838735415151062,-0.49282320462716267,-0.4159737969130402,-1.3719456185543237,-0.1929819466228872,-0.10975796352076968,0.5344670015762454,1.223384474386459,-0.49686887053561807,-0.9923829748046663
-0.5808703585546084,-0.3104981727797154,-0.2838735415151062,-0.475675569177128,-0.4200234471801121,-1.3719456185543237,-0.1929819466228872,-0.10975796352076968,0.5162541848825867,1.2691861181167325,-0.49472159664003373,-1.0042359564270709
-0.5808703585546084,-0.3104981727797154,-0.2652625769121309,-0.46710175028295275,-0.42665014701471127,-1.3744470127611668,-0.1929819466228872,-0.10975796352076968,0.5344670015762454,1.3149877618470063,-0.4925743098607296,-1.0160889387606542
-0.5808703585546084,-0.3104981727797154,-0.2652625769121309,-0.46710175028295275,-0.4340131471990819,-1.3844525902707379,-0.1929819466228872,-0.08849163814009768,0.5510241092418423,1.3836902274424163,-0.4904270230814401,-1.0279419210942373
-0.5644108028285676,-0.320925147669256,-0.2652625769121309,-0.46710175028295275,-0.44211244662877475,-1.3980965592918808,-0.1872663532651215,-0.08849163814009768,0.5344670015762454,1.4294918711726903,-0.48827974918585576,-1.039794902716642
-0.5644108028285676,-0.3250959370844131,-0.2652625769121309,-0.46008680818907866,-0.4454257965460744,-1.4098076325879956,-0.17297737087093543,-0.08269173121809735,0.5667533599098404,1.4752935149029636,-0.4861324624065516,-1.0516478850502253
-0.5808703585546084,-0.33482777995421154,-0.2652625769121309,-0.4460569240013272,-0.4520524963806736,-1.4073062383811525,-0.17297737087093543,-0.056914367764745843,0.5816547560638077,1.5668968023635108,-0.48183790173166313,-1.1583247239189385
-0.572640580691589,-0.33482777995421154,-0.2652625769121309,-0.4460569240013272,-0.45573399592063385,-1.3847936894962665,-0.1621748999648812,-0.017603886226757768,0.6089739823460798,1.6814009116891948,-0.47754332817306955,-1.2650015627876516
-0.5218902838696252,-0.34641330640779383,-0.27456805921361854,-0.4460569240013272,-0.4630969961050053,-1.3550043569060382,-0.1549732526941784,0.008173477226593739,0.6238753785000453,1.773004199149742,-0.47324876749818107,-1.3716784016563648
-0.34403564096653444,-0.28307909206448556,-0.3159257572973972,-0.42033546965711727,-0.46714664637207637,-1.4471011477987534,-0.13296821936703185,0.04683952337326948,0.5816547560638077,1.8646074866102893,-0.4689542068232926,-1.4783552405250782
-0.22424665115703016,-0.30887619896808427,-0.3655549962386617,-0.3852607591877402,-0.4818726456363692,-1.619924755513598,-0.11953657507630569,0.04683952337326948,0.5816547560638077,1.979111595935973,-0.46465963326469895,-1.5850320793937913
-0.18766986156913432,-0.5595870077514591,-0.386233846831466,-0.35018604871836156,-0.5006482951677323,-1.75283975373927,-0.08895815271273874,0.05328386375328243,0.5510241092418423,2.07071488339652,-0.46036507258981046,-1.6917089182625045
-0.12457489795263849,-0.7889804472114551,-0.42035394860358594,-0.28861044667378283,-0.5146379951867022,-1.8735888795763858,-0.06781045748905072,0.07777236029061145,0.5013527887286194,2.1394173489919304,-0.458217785810521,-1.6798559359289214
-0.14469213181449353,-0.9758936194039322,-0.4389649132065612,-0.24184416604794567,-0.5337817943407276,-1.9692103624548598,-0.0329453406072743,0.09066104298393707,0.4090469172803604,2.208119814587341,-0.45607051191493664,-1.6680029543065167
-0.1529219096775149,-1.2431331144686986,-0.4482703955080467,-0.2192404629660206,-0.540408494175326,-2.0078682746700616,-0.022657273363479134,0.10483859259328515,0.33578171952335717,2.2768222801827513,-0.45392322513563255,-1.6561499719729336
-0.16938146540355567,-1.4636443171611688,-0.47101712898885223,-0.2332703471537704,-0.5525574438720907,-2.0200341470586176,-0.010540215765089657,0.1293270891306142,0.26789758231647554,2.3684255676432984,-0.4517759383563284,-1.6442969896393502
-0.16938146540355567,-1.7854130254913358,-0.4916959795816543,-0.2332703471537704,-0.5525574438720907,-2.0200341470586176,0.021352793290813955,0.15639332143328788,0.30018394065006887,2.4371280332387086,-0.44962866446074407,-1.6324440080169456
-0.16938146540355567,-1.8575522409125498,-0.5103069441846296,-0.2332703471537704,-0.55752746874804,-2.0200341470586176,0.027068386648579655,0.16283766181329945,0.5005249317310223,2.5058304988341193,-0.4474813776814546,-1.6205910256833624
-0.03404734145940735,-2.060067257594526,-0.5320197362214334,-0.24184416604794567,-0.5624974936239895,-2.0200341470586176,0.03478443758154011,0.17443747565730286,0.5816547560638077,2.597433786294666,-0.4431868170065661,-1.7035619005960878
-0.06879529060776922,-2.1487351592971313,-0.5754453202950409,-0.25899180149798035,-0.5624974936239895,-2.0200341470586176,0.027068386648579655,0.20150370795997657,0.5667533599098404,2.6661362518900766,-0.43889224344797245,-1.7865327747976345
-0.17944008370611295,-2.170361476785571,-0.6033617671995017,-0.25899180149798035,1.458645955928691,-2.0200341470586176,0.027068386648579655,0.136415862968637,0.4905906676283781,2.7577395393506237,-0.43459768277308397,-1.8695036497103599
-0.19955731756796605,-2.275789774541717,-0.5847508025965287,-0.25899180149798035,3.5129229046543675,-2.0200341470586176,0.019066556347799222,0.04490622106593604,0.4425750586267849,2.849342826811171,-0.4303031220981955,-1.9524745246230852
-0.13463351351193625,-2.3958158366025595,-0.5754453202950409,-0.2800366277796075,3.4168357570526826,-2.0200341470586176,0.00656369650282953,-0.056914367764745843,0.3755187759339341,2.918045292406581,-0.4260085485396019,-2.035445398824632
-0.11451627965008315,-2.571606901885757,-0.5754453202950409,-0.2809719533921237,3.438924756501346,-2.0200341470586176,-0.05609349340615708,-0.1484240096674468,0.33471733514817237,3.0096485798671284,-0.4217139878647134,-2.1184162737373575
-0.023074304308712844,-2.834289423680684,-0.6204218180855617,-0.3119935869866997,3.454018906492749,-2.0200341470586176,-0.11416391816019718,-0.24315582272680478,0.24985033503548185,3.1012518673276754,-0.4217139878647134,-2.2606520588956416
0.28782841678981097,-2.9577911431369435,-0.6653983158760847,-0.34317110662448747,3.3943786079813574,-2.0200341470586176,-0.1735489296065754,-0.2573333723361515,0.18215542072409543,3.192855154788223,-0.4217139878647134,-2.402887844053926
-0.33580586310351307,-3.066231678744205,-0.7088238999496922,-0.4133205275632415,3.1105349650660363,-2.0200341470586176,-0.24179311145764884,-0.2889106446448058,0.11573776964978204,3.2844584422487695,-0.4217139878647134,-2.54512362921221
-0.5717261618434498,-3.112264839096761,-0.7191633236951794,-0.46008680818907866,2.721032274419793,-2.0200341470586176,-0.2767153854132639,-0.31468800809815595,0.06187986711717805,3.3760617297093165,-0.4217139878647134,-2.6873594143704946
-0.8963451766370837,-3.104618392286186,-0.6757377396215718,-0.5216624102336574,2.293241985465498,-2.0200341470586176,-0.2930048253826448,-0.3668871703961699,0.017885268238734667,3.467665017169864,-0.4217139878647134,-2.829595199528779
-1.2328516501728088,-3.1543589225095987,-0.6757377396215718,-0.5543988066717431,1.8809139950208185,-2.0200341470586176,-0.29929197747604896,-0.39266453384952005,-0.04491347198624966,3.559268304630411,-0.4217139878647134,-2.971830984687063
-1.4157356008555475,-3.224103796409818,-0.7191633236951794,-0.584017451847544,1.5576783038250146,-2.0200341470586176,-0.3550190102136935,-0.4944851226802019,-0.03923675035147011,3.6050699483606845,-0.42386127464401757,-3.0192429133102174
-1.5144929352118,-3.254380640893635,-0.751215542579298,-0.630783732473381,1.4251443071330359,-2.0200341470586176,-0.38188229679468944,-0.5473287184362258,-0.06229843416587751,3.6279707702258213,-0.4260085485396019,-3.0666548412221935
-1.5876465171308511,-3.2922266964984055,-0.811184205266052,-0.630783732473381,1.25174566146103,-2.0200341470586176,-0.4098315477740408,-0.5911502380468934,-0.12268456881368485,3.6737724139560948,-0.4281558353188914,-3.1140667698453477
-1.5967907138420099,-3.3293003843938136,-0.8204896875675397,-0.6463724934614303,1.0897596651360164,-2.0200341470586176,-0.44875473688004675,-0.6555936476469206,-0.19037948312507125,3.7195740576863683,-0.4303031220981955,-3.161478698468502
-1.6882326919266397,-3.3798132823265874,-0.8411685381603418,-0.6798883271305095,0.8541436713850926,-2.0200341470586176,-0.5018525962330179,-0.7206814926382602,-0.2215304966349961,3.7424748795515055,-0.4324503959937799,-3.2088906263804775
